Nom;Messages;Date_de_publication;Sentiment;Urgence;Probleme;mot-critique;incomfort;type;Deception;Satisfaction;Frustration
Boboalam;@ENGIEpartFR je vais porter plainte , toute la journée vous m’avez dit au téléphone que je me suis rétracté et que c’est bon je suis pas engagé chez vous pour m’envoyer à 18hr un mail de bienvenue avec un contrat que j’ai jamais signé, heureusement j’ai enregistré les 2 appels;2024-10-04 17:21:25+00:00;Négatif;True;['Mauvaise information au téléphone', 'Envoi de mail de bienvenue non sollicité', 'Contrat non signé'];['porter plainte', 'mauvaise information', 'contrat non signé', 'enregistré les appels'];90;Service client et gestion de contrat;100;0;100
Kaiden  #CAILLOTOUT;PTDRRRRRRRRRR je change de fournisseur d'électricité et je dois payer 200 BALLES ????? Allez vous faire enculer @ENGIEpartFR !!!\n\nLundi matin ça va vous appelez et croyez moi que je vais pas payer vôtre merde ! 🖕 https://t.co/fEV7AINPIV;2024-10-06 00:57:37+00:00;Très négatif;True;['frais de changement de fournisseur', 'coût élevé', 'insatisfaction avec le Service'];['200 BALLES', 'merde', 'enculer'];100;Frais et coûts;100;0;100
Cy Ga (vr54110);@ENGIEpartFR Pour pouvoir en profiter faudrait déjà qu'on puisse accéder à notre compte depuis votre site et application qui ne fonctionnent plus depuis mai ( On est plusieurs à attendre que ça refonctionne) Veuillez me dire quand ceci sera réglé ici et pas en privé;2024-10-06 20:52:22+00:00;Négatif;True;['accès au compte', 'site et application ne fonctionnent plus'];['ne fonctionnent plus', 'attendre', 'réglé'];80;Problème Technique;70;0;90
MEI HATSUME {};@ENGIEpartFR est ce que vous réalisez du démarchage dans Nancy cette semaine ?;2024-10-07 11:45:11+00:00;Neutre;False;[];[];0;Question;0;0;0
Laurent Bauer;"Suite de ma journée ""formulaire de contact foireux"" : la zone de commentaire limitée à 200 caractères. Dites @ENGIEpartFR on n'est plus en 1970 à compter les octets, hein... Si je saisis un message c'est que ma demande n'est pas simple.";2024-10-08 16:15:08+00:00;Négatif;False;['limitation de caractères dans le formulaire de contact'];['foireux', 'limitée', '1970', 'simple'];80;Service client;70;0;90
𐙚 𝓼𝓮𝓷𝓼𝓮𝓸 合༄.°;@enedis_clients cc j’ai plus d’électricité mes voisins non plus on fait comment pitié;2024-10-09 19:32:16+00:00;Négatif;True;"[""panne d'électricité""]";['plus d’électricité', 'voisins non plus', 'pitié'];100;Panne de Service;100;0;100
𐙚 𝓼𝓮𝓷𝓼𝓮𝓸 合༄.°;PAR PITIÉ RÉPONDEZ @ENGIEpartFR @enedis_clients;2024-10-09 20:16:24+00:00;Négatif;True;['Absence de réponse'];['pitié', 'répondez'];80;Non réponse;80;0;100
Hülya;Vous êtes littéralement les gens les plus incompétents que j’ai pu croiser @ENGIEpartFR ! J’entre dans ma 3 eme semaines sans eau chaude / chauffage parce que vos services dépannage sont des INCAPABLES ! 3 pièces à changer j’ai l’impression d’avoir demandé l’impossible. Avff;2024-10-10 00:55:35+00:00;Négatif;True;"[""absence d'eau chaude"", 'absence de chauffage', 'dépannage inefficace']";['incompétents', 'incapables', 'impossible'];100;Service client et dépannage;100;0;100
Banana Slip;Coucou @ENGIEpartFR une semaine maintenant que j'ai renvoyé mon devis de réparation pour ma chaudière, une semaine que j'appelle votre plateforme au Maroc avec des gens qui parlent presque pas français et qui récitent leur texte en refusant de me fixer un rdv : BOUGEZ-VOUS;2024-10-10 06:45:25+00:00;Négatif;True;['attente prolongée', 'communication difficile', 'refus de fixer un rendez-vous'];['une semaine', 'parlent presque pas français', 'refusant de me fixer un rdv', 'BOUGEZ-VOUS'];80;Service client;85;0;95
marijke van dommelen;Neem nooit @ENGIEgroup in Nederland.;2024-10-11 07:27:21+00:00;Négatif;False;"[""Mauvaise réputation de l'entreprise""]";['Neem nooit'];50;Avis négatif;70;0;60
julien sarrut;@ENGIEpartFR comment je sais si je suis à prix fixe ou pas?;2024-10-11 16:23:08+00:00;Neutre;False;[];[];10;Information;5;80;5
de Vlaamse Leeuw;Quand tu pose une question à @ENGIEpartFR sur ta facture on te conseil de résilier pour plus de facilité 😂 c est lunaire #energie #electricité https://t.co/Okgfx7wOiV;2024-10-14 09:37:49+00:00;Négatif;False;['conseil de résiliation', 'problème de facture'];['résilier', 'lunaire'];60;Service client;70;0;80
Boboalam;Vraiment @ENGIEpartFR les vrais escrocs, comment les mecs m’abonnent alors que j’ai jamais signé aucun contrat et j’ai même appelé 2 fois pour annuler.;2024-10-17 06:20:19+00:00;Négatif;True;['Abonnement non sollicité', 'Annulation non respectée'];['escrocs', 'abonnent', 'jamais signé', 'appelé 2 fois'];90;Problème de contrat;90;0;100
ROUCHON   Philippe;@ENGIEpartFR @ClaireCreation @Le_Figaro bonjour\nj'essaie ce matin de me connecter sur mon compte client pour récupérer la nouvelle facture sans succès \nje suis bloqué sur la reinisialition du mot de passe;2024-10-17 06:39:05+00:00;Négatif;True;['Connexion au compte client', 'Réinitialisation du mot de passe'];['sans succès', 'bloqué'];80;Problème Technique;60;0;70
Theo;Intervention du technicien @ENGIEgroup prévu pour ce matin, je reçois un mail dans la matinée qui me confirme un rendez vous le lendemain. Sans mon accord. J’ai pris ma journée exprès pour ce rdv! Quel incompétence et manque de professionnalisme @ENGIEpartFR  @ENGIEgroup;2024-10-17 07:52:12+00:00;Négatif;True;['Changement de rendez-vous sans accord', 'Manque de professionnalisme'];['incompétence', 'manque de professionnalisme'];80;Service client;85;0;90
Theo;Et évidemment en appelant le Service client aucun moyen de faire venir un technicien aujourd’hui. Vous allez me rembourser ma journée de congé @ENGIEgroup @ENGIEpartFR ? Déçu !;2024-10-17 07:54:06+00:00;Négatif;True;['Impossibilité de faire venir un technicien le jour même', 'Journée de congé perdue'];['aucun moyen', 'rembourser', 'déçu'];80;Service client et assistance Technique;100;0;90
Elsa Stark;@ENGIEpartFR Aucune pièce jointe ne souhaite être prise en compte dans mon message de réclamation. Je fais comment ? Pas une question de taille de fichiers, juste une erreur de chargement. Vous me demandez des documents que vous ne pouvez même pas recevoir !!;2024-10-18 08:38:11+00:00;Négatif;True;['erreur de chargement', 'impossibilité de joindre des documents'];['aucune', 'erreur', 'impossible'];80;Technique;80;0;90
Tommy;Juste pour info... Nouveaux tarifs @ENGIEpartFR abonnement +9.74%\nPrix KWh +20%\nPrix KWh we +62%\nTranquille...\n@TPMP @60millions @Economie_Gouv @GG_RMC\n#droitdanslemur #taistoietpaye\n#bientotdanslarue https://t.co/clbKhWXyZh;2024-10-18 09:53:02+00:00;Négatif;False;['Augmentation des tarifs'];;80;Tarification;85;0;90
Finet;@ENGIEpartSAV  très mécontente et peu de le dire ! Réparation faite ce matin ! 1/2 heure après en panne impossible de joindre quelqu'un.  On me demande de prendre un rendez-vous alors que déjà 2 réparations en plus de ce matin !!!! HONTEUX;2024-10-18 10:37:41+00:00;Négatif;True;"['Réparation inefficace', ""Impossible de joindre quelqu'un"", 'Demande de rendez-vous après plusieurs réparations']";['mécontente', 'panne', 'impossible de joindre', 'honteux'];90;Service client et réparation;100;0;100
MdameCoquelicot;L'abonnement de gaz x  2.36 + plage de consommation supérieure alors que j'ai considérablement réduit ma consommation. Ça va, @ENGIEpartFR ?;2024-10-20 10:47:14+00:00;Négatif;False;['Abonnement de gaz augmenté', 'Plage de consommation supérieure malgré réduction de consommation'];['augmenté', 'réduit', 'supérieure'];80;Facturation;85;10;90
Cy Ga (vr54110);@ENGIEpartFR Engie bonsoir !! Depuis le mois de mai votre application et votre site et votre application sont  inaccessibles . Quand comptez vous régler le problème ??? ( Ne me demandez pas de vous contactez via tél ou en pv ) https://t.co/SqLNmGdy5W;2024-10-20 18:55:29+00:00;Négatif;True;['application inaccessible', 'site inaccessible'];['inaccessibles', 'problème'];80;Problème Technique;70;0;90
i want to see bts;vraiment @ENGIEpartFR je vous souhaite des mauvais rêves ! comment ça vous nous retirez près de 900€ pour aucune raison? c’est ça vous faites sur votre temps libre?;2024-10-21 13:46:46+00:00;Très négatif;True;['Retrait injustifié de 900€'];['mauvais rêves', 'aucune raison', '900€'];100;Facturation;100;0;100
Jules Konrat;@ENGIEpartSAV MP;2024-10-21 14:52:42+00:00;Neutre;False;[];[];0;Demande de contact en privé;0;0;0
Nicolas Laustriat;.@EDFofficiel quand vous rendez de l'argent en trop perçu annuellement en 2024, augmenter sans accord  les mensualités du calendrier 2025 de 15% est ce normal ? ca commence à ce voir votre manip de tréso chaque année... et  je vais donc faire une estimation chez @ENGIEpartFR;2024-10-22 08:41:54+00:00;Négatif;False;['Augmentation non autorisée des mensualités', 'Manipulation de trésorerie'];['trop perçu', 'augmenter', 'manip', 'estimation'];80;Facturation;85;0;90
Name;@ENGIEpartFR c'est normal qu'on ne puisse pas résilier un contrat ni depuis votre appli ni depuis le site ? Bande d'escrocs et de voleurs !;2024-10-22 18:01:14+00:00;Négatif;True;['Impossibilité de résilier un contrat'];['escrocs', 'voleurs'];90;Problème de Service;80;0;100
woolfy;@ENGIEpartFR le démarchage à domicile à 20h15, le démarcheur qui insiste pour qu’on lui donne des informations qui ne le regarde pas et face au refus répond « Mais vous n’êtes quand même pas pour l’augmentation des prix ? ». Maintenant c’est sûr, je ne serais jamais clients;2024-10-22 18:26:42+00:00;Négatif;False;['Démarchage à domicile à une heure tardive', 'Insistance pour obtenir des informations personnelles', 'Réponse inappropriée face au refus'];['démarchage', 'insiste', 'refus', 'augmentation des prix', 'jamais clients'];80;Plainte sur le démarchage;100;0;90
Olivier Biffaud;Je vous déconseille fortement de demander à\n@ENGIEpartSAV @ENGIEpartFR de modifier les coordonnées bancaires d'une personne décédée pour que les prélèvements puissent continuer à se faire, la démarche est vouée à l'échec : les procédures de cette entreprise sont démentielles !;2024-10-23 15:38:03+00:00;Négatif;False;['Modification des coordonnées bancaires', 'Procédures complexes'];['déconseille', 'échec', 'démentielles'];80;Service client;85;0;90
Pierre Col;[ 🧵 sur @ENGIEgroup @ENGIEpartFR ]\n\nDans notre appartement, le gaz de ville sert pour le chauffage et la plaque de cuisson.\n\nOn en consomme donc beaucoup plus de novembre à mars que d'avril à octobre, et pour un total de 700 m3 l'année dernière, qui ont coûté 1069 €. https://t.co/ByIJUkdhtN;2024-10-30 05:30:59+00:00;Neutre;False;[];[];0;Information;0;100;0
Pierre Col;Dites, @ENGIEgroup @ENGIEpartFR, c'est quoi l'idée ?\n\nVous prenez vos clients pour des pigeons et voulez amasser de la trésorerie sur leur dos ?!? https://t.co/WYYRYl4ep5;2024-10-30 05:31:07+00:00;Négatif;False;['Manque de respect envers les clients', 'Accusation de mauvaise gestion'];['pigeons', 'amasser de la trésorerie'];80;Plainte générale;85;0;90
Camu 🇫🇷;100€ d'augmentation de prélèvent par mois soit 1200€ à l'année, faudrait vous mettre d'accord avec le gouvernement, les consos baissent mais les bénéfices doivent rester les mêmes chez. Vous êtes vraiment des voleurs chez @ENGIEpartFR  @ENGIEgroup;2024-10-30 11:30:42+00:00;Négatif;False;['Augmentation de prélèvement', 'Incohérence avec la baisse de consommation'];['augmentation', 'voleurs'];80;Facturation;85;0;90
Marc KissCooL;En 2024 chez @ENGIEpartFR @ENGIEgroup @EDFofficiel @EDFetMoi plus de basculement d heure. Donc plus d heure creuse plein tarif en bourgogne franche comte depuis dimanche. Ça te facture quand même une amélioration du reseau ...🤫;2024-10-30 23:29:39+00:00;Négatif;False;"[""basculement d'heure"", 'facturation injustifiée']";['plus de basculement', 'facture', 'amélioration'];60;Facturation;70;0;80
Cy Ga (vr54110);@ENGIEpartFR Engie bonjour, pour en profiter faudrait que votre site web et application soient accessibles. Depuis le mois de mai ceci est impossible et nous sommes plusieurs dans le même cas. Merci et que ceci soit réglé rapidement sinon je contacte une association de consommateurs;2024-10-31 12:38:02+00:00;Négatif;True;"['indisponibilité du site web', ""indisponibilité de l'application""]";['impossible', 'réglé rapidement', 'association de consommateurs'];80;Problème Technique;70;0;90
Cy Ga (vr54110);@ENGIEpartSAV @ENGIEpartSAV veuillez dénier à me répondre, je ne reçois plus de courrier pour avoir accès à mes références clients . Et je ne vous contacterais pas par DM. Je vous informe que j'ai prévenu une association de consommateurs ainsi qu'une émission télé qui règle les litiges;2024-11-02 18:03:52+00:00;Négatif;True;['absence de courrier', 'accès aux références client'];['plus de courrier', 'prévenu une association de consommateurs', 'émission télé'];80;Service client;85;0;90
Cy Ga (vr54110);@ENGIEpartSAV Vous avez toujours pas compris , ma référence client est sur votre site !!!;2024-11-03 18:25:51+00:00;Frustration;True;['Problème de référence client'];['compris', 'toujours pas'];80;Problème de compte;80;0;100
toutlemondedétestekevin;Bonjour @ENGIEpartFR est ce normal que l’une de vos conseillères m’harcèle pour me rappeler concernant la note de satisfaction que je lui ai mise? On n’a pas le droit de trouver que le Service est nul quand le Service a été nul? Ça fait une semaine qu’elle fait que de me relancer;2024-11-04 13:47:44+00:00;Négatif;True;['Harcèlement par une conseillère', 'Relances incessantes'];['harcèle', 'nul', 'relancer'];80;Service client;80;0;90
🤓TiTi😷🤣🤨🫣👍🏈;"@ENGIEpartSAV \n@ENGIEpartFR \nBjr\n suis au depourvu\nne peux plus contacter l agence de Lisses (91)😯\nJe ""tombe"" sur une sorte de plateau d appel 😭\nOn me repose toutes les mêmes questions, l' agence aurait été transmise... ""On"" va me rappeler... impossible de savoir quand 😱";2024-11-04 16:31:40+00:00;Négatif;True;"[""Impossible de contacter l'agence"", 'Réponses automatisées', ""Manque d'information sur le rappel""]";['depourvu', 'impossible', 'tombe', 'reposer', 'transmise', 'rappeler'];80;Service client;80;0;90
🤓TiTi😷🤣🤨🫣👍🏈;@ENGIEpartSAV Bonjour @ENGIEpartFR @ENGIEpartSAV \nJe vous ai répondu en DM hier...;2024-11-05 08:41:45+00:00;Neutre;False;[];[];10;Suivi de demande;10;0;10
belle;@ENGIEpartFR \nPas fiable votre machin https://t.co/pScOabcrhp;2024-11-06 10:29:33+00:00;Négatif;False;['fiabilité du Service'];['Pas fiable'];50;Problème de fiabilité;70;0;80
Glitter B0mb;@ENGIEgroup quand t'as un fucking dégâts des eaux depuis 7h du mat ça te laisse bien en attente il est 14h ya de l'eau partout et ON A PAS DE NEWS je vais faire un scandale;2024-11-06 13:19:19+00:00;Très négatif;True;['dégâts des eaux', 'absence de réponse', 'attente prolongée'];['fucking', 'dégâts des eaux', 'scandale'];100;Intervention urgente;100;0;100
Thierry Pommier;HONTEUX ENFOIRÉS @ENGIEgroup  🤑🤮🤑🤮🤑🤮🤑🤮 Non seulement ils n'ont pas l'élégance de répondre à leur erreur, n'ayant pas validé une demande de dépose de compteur gaz mais  ils me proposent de le faire moyennant une facturation  50€ alors que c'est gratuit @GRDF 🤑🤮🤑🤮🤑🤮 https://t.co/tdfugvzmAk;2024-11-06 17:01:44+00:00;Très négatif;True;['Non-réponse à une erreur', 'Non-validation de demande de dépose de compteur gaz', 'Facturation injustifiée'];['HONTEUX', 'ENFOIRÉS', 'erreur', 'facturation 50€', 'gratuit'];100;Service client et facturation;100;0;100
